,indice,ac_teste,ac_treino,perc_posi,perc_posi_teste
60,2007-1_2017-1,54.27176566314077,51.25303152789006,0.4164639091646391,0.4333063864187551
61,2007-2_2017-2,54.146341463414636,50.92966855295069,0.4357519254154844,0.44704931285367827
62,2007-3_2017-3,54.47154471544715,51.899757477768794,0.48723145520875555,0.4987873888439774
63,2007-4_2017-4,54.43449959316518,50.606305578011316,0.38767234387672345,0.3904607922392886
64,2007-5_2017-5,54.96742671009772,50.44462409054164,0.38782961460446247,0.3904607922392886
65,2007-6_2017-6,54.71544715447154,50.767987065481,0.3895419537900284,0.39531123686337916
66,2007-7_2017-7,54.71544715447154,50.44462409054164,0.3862991487636806,0.3920776071139854
67,2007-8_2017-8,55.77235772357724,50.44462409054164,0.4025131738954195,0.4130962004850445
68,2007-9_2017-9,55.85365853658537,50.56542810985461,0.40153970826580226,0.4095315024232633
69,2007-10_2017-10,55.77235772357724,50.68603712671509,0.4025921425678412,0.41081517352703795
70,2007-11_2017-11,54.87012987012987,50.564516129032256,0.43406148867313915,0.43709677419354837
71,2007-12_2017-12,55.11363636363637,50.24193548387097,0.4377022653721683,0.43870967741935485
72,2008-1_2018-1,54.37601296596435,50.443190975020144,0.43313131313131314,0.43513295729250606
73,2008-2_2018-2,54.45705024311182,50.442477876106196,0.4311667339523617,0.43121480289621883
74,2008-3_2018-3,54.70016207455429,50.64412238325282,0.4325525040387722,0.42995169082125606
75,2008-4_2018-4,54.94327390599676,53.42465753424658,0.45131313131313133,0.45527800161160353
76,2008-5_2018-5,55.59157212317666,50.84473049074819,0.4073475979006863,0.40627514078841515
77,2008-6_2018-6,55.10534846029174,53.945249597423505,0.4527463651050081,0.4573268921095008
78,2008-7_2018-7,54.13290113452188,50.64412238325282,0.37237479806138934,0.3663446054750403
79,2008-8_2018-8,55.1417004048583,51.97103781174578,0.4281678773204197,0.414320193081255
80,2008-9_2018-9,55.26742301458671,51.24899274778405,0.4480808080808081,0.43432715551974216
81,2008-10_2018-10,54.90673154906731,51.81305398871877,0.44664510913500405,0.43432715551974216
82,2008-11_2018-11,55.35714285714286,53.02175664786463,0.570966437525273,0.5753424657534246
83,2008-12_2018-12,54.951298701298704,52.82258064516129,0.438915857605178,0.4266129032258065
84,2009-1_2019-1,55.27597402597403,51.974214343271555,0.4617873028710069,0.44480257856567285
85,2009-2_2019-2,55.68181818181818,50.76674737691687,0.4662080129502226,0.44713478611783697
86,2009-3_2019-3,55.925324675324674,52.86521388216303,0.5774989882638608,0.579499596448749
87,2009-4_2019-4,56.33116883116883,51.532258064516135,0.3790453074433657,0.36129032258064514
88,2009-5_2019-5,56.60989456609895,51.5713134568896,0.39894907033144705,0.37711522965350525
89,2009-6_2019-6,55.84415584415584,52.94117647058824,0.44723008491710475,0.4262691377921031
90,2009-7_2019-7,55.68181818181818,50.60532687651331,0.42290570619182516,0.38660209846650523
91,2009-8_2019-8,55.84415584415584,49.91935483870968,0.3470873786407767,0.30806451612903224
92,2009-9_2019-9,55.11363636363637,50.645161290322584,0.3762135922330097,0.35161290322580646
93,2009-10_2019-10,56.12327656123277,50.60435132957293,0.43532740501212613,0.3996776792908944
94,2009-11_2019-11,56.574675324675326,51.08783239323127,0.5624747270521634,0.5463336019339242
95,2009-12_2019-12,56.73701298701299,50.8460918614021,0.5636878285483219,0.5471394037066881
96,2010-1_2020-1,57.17761557177615,52.296535052377116,0.5848827809215845,0.5769540692989524
97,2010-2_2020-2,56.969205834683954,50.68493150684932,0.4404040404040404,0.40531829170024175
98,2010-3_2020-3,57.258718572587185,51.49073327961321,0.4308811641067098,0.40612409347300565
99,2010-4_2020-4,57.37439222042139,51.41015310233682,0.3426262626262626,0.31909750201450443
100,2010-5_2020-5,57.14285714285714,50.765511684125705,0.3526081682167408,0.32232070910556004
101,2010-6_2020-6,57.711038961038966,51.08783239323127,0.4658309745248686,0.44319097502014504
102,2010-7_2020-7,58.18476499189627,50.68493150684932,0.46505050505050505,0.43674456083803387
103,2010-8_2020-8,58.31305758313058,50.362610797743756,0.4636216653193209,0.43593875906526997
104,2010-9_2020-9,56.60989456609895,51.16841257050766,0.4971705739692805,0.47219983883964545
105,2010-10_2020-10,56.969205834683954,51.00725221595488,0.4985858585858586,0.47300564061240935
106,2010-11_2020-11,57.13128038897894,50.443190975020144,0.49656565656565654,0.4665592264302981
107,2010-12_2020-12,57.17761557177615,50.28203062046737,0.4931285367825384,0.46333601933924257
108,2011-1_2021-1,58.52272727272727,49.91935483870968,0.4866504854368932,0.45645161290322583
109,2011-2_2021-2,58.73273761169781,49.47538337368846,0.4603238866396761,0.43260694108151737
110,2011-3_2021-3,57.548701298701296,50.08064516129033,0.613673139158576,0.6233870967741936
111,2011-4_2021-4,57.548701298701296,49.83870967741936,0.6270226537216829,0.635483870967742
112,2011-5_2021-5,57.62987012987013,49.91935483870968,0.5412621359223301,0.521774193548387
113,2011-6_2021-6,57.7922077922078,49.95964487489911,0.5422905706191825,0.5230024213075061
114,2011-7_2021-7,56.73701298701299,50.0,0.4716828478964401,0.4508064516129032
115,2011-8_2021-8,56.574675324675326,50.76674737691687,0.528126264670174,0.5189669087974172
116,2011-9_2021-9,56.73701298701299,50.24193548387097,0.5914239482200647,0.5975806451612903
117,2011-10_2021-10,56.41233766233766,50.60532687651331,0.6159449615540267,0.6255044390637611
118,2011-11_2021-11,55.84415584415584,51.493139628732855,0.5337919870497774,0.5294592413236481
119,2011-12_2021-12,56.16883116883117,51.29032258064517,0.5335760517799353,0.5258064516129032
120,2012-1_2022-1,56.051990251827775,51.735270379338175,0.5336032388663967,0.5294592413236481
121,2012-2_2022-2,56.33116883116883,51.008878127522195,0.632942128692837,0.6376109765940274
122,2012-3_2022-3,56.33116883116883,50.88709677419355,0.6351132686084142,0.6379032258064516
123,2012-4_2022-4,56.41233766233766,50.76674737691687,0.6325374342371509,0.6311541565778854
124,2012-5_2022-5,56.25,50.68603712671509,0.632132739781465,0.6335754640839386
125,2012-6_2022-6,56.33116883116883,50.68493150684932,0.6324302466639709,0.6357775987107172
126,2012-7_2022-7,56.25,50.806451612903224,0.6343042071197411,0.6387096774193548
127,2012-8_2022-8,55.84415584415584,50.645161290322584,0.6351132686084142,0.6346774193548387
128,2012-9_2022-9,56.006493506493506,51.81305398871877,0.6198948645369996,0.6091861402095085
129,2012-10_2022-10,56.16883116883117,51.29032258064517,0.6185275080906149,0.6056451612903225
130,2012-11_2022-11,56.08766233766234,50.20145044319098,0.6380913869793773,0.6341659951651893
131,2012-12_2022-12,55.87996755879967,50.28203062046737,0.635408245755861,0.6301369863013698
132,2013-1_2023-1,55.59157212317666,49.59742351046699,0.5932956381260097,0.5869565217391305
133,2013-2_2023-2,55.582524271844655,49.558232931726906,0.5816203143893591,0.5734939759036145
